167,97,1219718
168,61,1203477
169,112,1212268
170,68,1184652
171,89,1210061
172,99,1162751
173,74,1169854
174,91,1174537
175,97,1172786
176,2476,1149208
177,236,1161470
178,99,1159524
179,135,1136800
180,78,1138073
181,93,1150390
182,72,1150679
183,142,1126206
184,89,1122604
185,90,1139996
186,96,1122132
187,99,1116811
188,93,1115163
189,81,1110374
190,67,1108476
191,123,1093419
192,117,1083938
193,138,1105552
194,105,1101793
195,99,1088885
196,1074,1059233
197,59,1097875
198,123,1096586
199,95,1085318
200,99,1052935
201,99,1095278
202,98,1072678
203,97,1064195
204,95,1054534
205,103,1099107
206,89,1071171
207,96,1053169
208,115,1051547
209,62,1098321
210,93,1082653
211,95,1059461
212,95,1061549
213,91,1082382
214,72,1075688
215,111,1052467
216,97,1051853
217,96,1074368
218,93,1070156
219,94,1051858
220,102,1051861
221,99,1069237
222,72,1046481
223,97,1042383
224,209,1066591
225,93,1024419
226,99,1037405
227,100,1038538
228,103,1033144
229,110,1057043
230,95,1059303
231,95,1074961
232,99,1072872
233,78,1093169
234,95,1092952
235,75,1107634
236,112,1104903
237,72,1129464
238,72,1129034
239,68,1143182
240,97,1167776
241,1203,1166374
242,1257,1184607
243,77,1200730
244,80,1198278
245,91,1201282
246,97,1240965
247,97,1235959
248,73,1239055
249,72,1237136
250,135,824276
249,81,1157753
248,105,1081382
247,117,987304
246,95,1624508
245,97,1665285
244,92,1930058
243,95,1792837
242,92,2227311
241,98,2241409
240,100,2350972
239,105,2308520
238,94,2409420
237,70,2370641
236,145,2372031
235,94,2332766
234,96,2307138
233,82,2263350
232,93,2261195
231,120,2181186
230,129,2234643
229,94,2162523
228,102,2128614
227,95,2104495
226,92,2079800
225,96,2055492
224,86,1992048
223,104,2017370
222,88,1915921
221,95,1816540
220,108,1776985
219,111,1784411
218,94,1867515
217,120,1886214
216,106,1938190
215,99,2035022
214,58,2020820
213,93,2064480
212,97,2087376
211,100,2159479
210,99,2190998
209,2289,2134352
208,96,2157831
207,3288,2257529
206,102,2248570
205,103,2298725
204,97,2314273
203,94,2334436
202,105,2355114
201,77,2373925
200,75,2355423
199,90,2380237
198,94,2388912
197,87,2394316
196,90,2399200
195,95,2402337
194,92,2393835
193,96,2381851
192,97,2378414
191,95,2393868
190,95,2368659
189,95,2362476
188,97,2363537
187,95,2358923
186,4438,2349462
185,239,2347686
184,89,2353027
183,84,2349676
182,85,2340058
181,94,2315962
180,77,2345440
179,92,2340819
178,75,2316617
177,80,2312158
176,97,2332379
175,91,2294688
174,91,2299938
173,66,2300665
172,75,2317755
171,71,2283757
170,75,2290269
169,96,2288548
168,74,2306594
167,89,2274906
166,97,2275548
165,75,2244727
164,74,2260945
163,98,2249532
162,93,2227780
161,76,2232262
160,74,2246750
159,77,2209089
158,95,2213231
157,80,2200376
156,83,2225302
155,74,2172366
154,74,2183870
153,97,2182812
152,77,2158896
151,84,2151075
150,80,2163419
149,74,2131420
148,79,2138578
147,74,2127675
146,88,2104317
145,58,2106088
144,74,2108910
143,96,2076445
142,78,2080938
141,81,2084905
140,96,2048651
139,77,2045935
138,77,2058863
137,75,2017875
136,77,2027251
135,85,2020231
134,78,1988493
133,94,1990497
132,92,2000576
131,95,1958886
130,80,1969923
129,97,1957434
128,77,1957487
127,77,1927166
126,78,1925175
125,78,1925496
124,126,1891945
123,69,1890573
122,74,1890946
121,82,1856820
120,138,1853918
119,75,1855066
118,95,1855381
117,81,1817312
116,81,1815279
115,90,1815950
114,69,1779242
113,81,1777014
112,77,1779181
111,104,1790293
110,108,1785139
109,83,1801772
108,70,1825564
107,98,1819443
106,74,1817739
105,76,1832581
104,76,1855541
103,77,1852744
102,76,1847761
101,88,1890920
100,91,1887275
99,98,1903066
98,71,1930606
97,83,1925549
96,91,1937236
95,78,1963569
94,84,1958521
93,82,1973194
92,87,1969009
91,91,1992529
90,87,1990487
89,77,1998109
88,76,1994507
87,87,2025264
86,96,2033679
85,1597,2058904
84,80,2058346
83,73,2065474
82,75,2089215
81,76,2087518
80,80,2090264
79,101,2115323
78,77,2114673
77,79,2111395
76,76,2108627
75,80,2133379
74,72,2136874
73,79,2132978
72,74,2159661
71,90,2171908
70,81,2200181
69,73,2198211
68,72,2192668
67,92,2220711
66,97,2214102
65,84,2208337
64,74,2205268
63,75,2231771
62,76,2226706
61,71,2225705
60,77,2239377
59,101,2246429
58,81,2256934
57,74,2266999
56,77,2280416
55,75,2276902
54,95,2281588
53,83,2287959
52,77,2291621
51,70,2286828
50,77,2284690
49,62,2293923
48,110,2295522
47,69,2300217
46,73,2311587
45,74,2322837
44,77,2323866
43,72,2344483
42,75,2341554
41,91,2343393
40,79,2346595
39,112,2344308
38,77,2346567
37,648,2350388
36,102,2352533
35,73,2354558
34,75,2352348
33,77,2362210
32,97,2362370
31,76,2373547
30,75,2380699
29,2545,2379699
28,82,2378827
27,108,2382657
26,91,2383944
25,73,2386881
24,74,2386576
23,125,2385839
22,82,2390002
21,74,2383741
20,80,2390622
19,76,2401346
18,82,2406134
17,75,2412318
16,80,2411023
15,142,2412961
14,78,2408142
13,72,2410114
12,78,2407836
11,82,2407036
10,82,2406479
9,82,2400794
8,75,2401134
7,77,2394657
6,75,2393283
5,75,2383968
4,78,2383611
3,71,2381621
2,148,2395597
